Entity	Code	Year	Cantril ladder score	"GDP per capita, PPP (constant 2017 international $)"	Population (historical estimates)	"Homicide rate per 100,000 population - Both sexes - All ages"
Afghanistan	AFG	2011	4.25835	1961.0963	29249156	4.208668
Afghanistan	AFG	2012		2122.8308	30466484	6.393913
Afghanistan	AFG	2015	3.36	2108.714	33753500	9.975262
Afghanistan	AFG	2016	3.794	2101.422	34636212	6.6924186
Afghanistan	AFG	2017	3.6315	2096.093	35643420	6.8006945
Afghanistan	AFG	2018	3.2033	2060.699	36686788	6.7435727
Afghanistan	AFG	2019	2.5669	2079.9219	37769496	7.180397
Afghanistan	AFG	2020	2.5229	1968.341	38972236	6.594439
Afghanistan	AFG	2021	2.4038	1516.3057	40099460	4.0224977
Albania	ALB	2011	5.133704	11054.788	2900660	4.8954477
Albania	ALB	2012		11229.992	2892191	5.4284067
Albania	ALB	2013		11363.318	2887019	4.2950954
Albania	ALB	2014	4.959	11588.925	2884100	4.64616
Albania	ALB	2015	4.655	11880.598	2882482	2.22031
Albania	ALB	2016	4.644	12294.077	2881064	2.7420435
Albania	ALB	2017	4.586	12773.269	2879361	2.01434
Albania	ALB	2018	4.7186	13319.495	2877019	2.294046
Albania	ALB	2019	4.8827	13655.665	2873883	2.2617478
Albania	ALB	2020	5.1174	13256.125	2866850	2.127772
Albania	ALB	2021	5.1988	14518.906	2854710	2.3119686
Algeria	DZA	2011	5.367827	11113.969	36543548	0.76620924
Algeria	DZA	2012		11270.701	37260568	1.4036288
Algeria	DZA	2013		11360.638	38000628	1.2631371
Algeria	DZA	2014	5.605	11561.26	38760168	1.4886416
Algeria	DZA	2015	6.355	11751.634	39543148	1.38077
Algeria	DZA	2016	5.872	11888.323	40339328	1.343602
Algeria	DZA	2017	5.2946	11809.483	41136548	1.2738065
Algeria	DZA	2018	5.2113	11725.878	41927008	1.3547354
Algeria	DZA	2019	5.0051	11627.28	42705372	1.2153039
Algeria	DZA	2020	4.8871	10844.7705	43451668	1.5051206
Algeria	DZA	2021	5.1223	11039.806	44177964	1.5731823
American Samoa	ASM	2011			54334	9.206408
American Samoa	ASM	2012			53718	3.7249844
American Samoa	ASM	2013			53017	5.6609116
American Samoa	ASM	2014			52234	5.7453103
American Samoa	ASM	2015			51391	7.786949
American Samoa	ASM	2016			50468	0
American Samoa	ASM	2017			49486	14.151993
American Samoa	ASM	2018			48445	26.846191
American Samoa	ASM	2019			47341	0
Andorra	AND	2011			70587	1.4170829
Andorra	AND	2012			71035	0
Andorra	AND	2013			71385	0
Andorra	AND	2014			71644	0
Andorra	AND	2015			71766	0
Andorra	AND	2020			77723	2.5740025
Angola	AGO	2011	4.17838	7664.44	24259120	4.3488812
Angola	AGO	2012		8012.101	25188298	4.8316097
Angola	AGO	2015	3.866	7967.104	28127724	4.4582353
Angola	AGO	2016	3.795	7488.1387	29154742	4.102248
Anguilla	AIA	2011			13363	0
Anguilla	AIA	2012			13479	37.160908
Anguilla	AIA	2013			13727	7.29927
Anguilla	AIA	2014			14143	28.327608
Antigua and Barbuda	ATG	2012		18526.39	87688	11.40589
Antigua and Barbuda	ATG	2017		20777.875	91133	21.94932
Antigua and Barbuda	ATG	2018		22085.262	91644	13.09679
Antigua and Barbuda	ATG	2019		23035.658	92127	3.2567456
Antigua and Barbuda	ATG	2020		18275.69	92672	9.71251
Antigua and Barbuda	ATG	2021		19124.43	93229	17.163792
Argentina	ARG	2011	6.242357	24647.629	41520736	6.0475802
Argentina	ARG	2012		24118.867	41952364	6.3119206
Argentina	ARG	2013		24424.137	42388268	7.247288
Argentina	ARG	2014	6.574	23550.1	42824064	7.53782
Argentina	ARG	2015	6.65	23933.887	43257064	6.558466
Argentina	ARG	2016	6.599	23189.527	43668236	6.011234
Argentina	ARG	2017	6.388	23597.117	44054616	5.259381
Argentina	ARG	2018	6.0863	22747.242	44413592	5.367726
Argentina	ARG	2019	5.9747	22071.748	44745516	5.155823
Argentina	ARG	2020	5.9293	19685.217	45036032	5.3668137
Argentina	ARG	2021	5.967	21527.195	45276788	4.6226788
Armenia	ARM	2011	4.473529	9551.158	2928984	2.4240553
Armenia	ARM	2012		10289.976	2914428	2.2302885
Armenia	ARM	2013		10677.304	2901386	2.1713772
Armenia	ARM	2014	4.35	11105.532	2889937	2.4914103
Armenia	ARM	2015	4.36	11506.039	2878598	2.6054382
Armenia	ARM	2016	4.376	11580.384	2865841	3.0357645
Armenia	ARM	2017	4.3206	12509.64	2851929	2.4544842
Armenia	ARM	2018	4.5594	13231.431	2836563	1.7627003
Armenia	ARM	2019	4.6768	14317.553	2820604	2.5881004
Armenia	ARM	2020	5.2826	13357.697	2805610	1.8534304
Armenia	ARM	2021	5.3986	14193.117	2790971	2.1856172
Aruba	ABW	2011		34446.855	101304	1.9745675
Aruba	ABW	2012		33815.11	102126	3.9172864
Aruba	ABW	2013		35720.7	102891	5.8320374
Aruba	ABW	2014		35467.234	103607	1.9306138
Australia	AUS	2011	7.344625	45405.367	22357032	1.1092706
Australia	AUS	2012		46360.605	22729272	1.0691061
Australia	AUS	2013		46744.625	23111788	1.0600654
Australia	AUS	2014	7.284	47240.273	23469578	1.0353829
Australia	AUS	2015	7.313	47567.68	23820240	0.99075425
Australia	AUS	2016	7.284	48109.203	24195706	0.9381832
Australia	AUS	2017	7.2721	48400.246	24590336	0.84586084
Australia	AUS	2018	7.228	49052.816	24979228	0.88473505
Australia	AUS	2019	7.2228	49379.094	25357168	0.887323
Australia	AUS	2020	7.1835	48747.85	25670052	0.86092544
Australia	AUS	2021	7.1621	49774.34	25921094	0.74456745
Austria	AUT	2011	7.227316	53179.15	8391201	0.91762805
Austria	AUT	2012		53297.445	8429641	0.96089554
Austria	AUT	2013		52997.754	8479542	0.7193787
Austria	AUT	2014	7.2	52932.9	8546066	0.4914542
Austria	AUT	2015	7.119	52873.86	8642422	0.5091166
Austria	AUT	2016	7.006	53345.742	8736491	0.6180974
Austria	AUT	2017	7.1394	54172.99	8797497	0.79568094
Austria	AUT	2018	7.246	55217.285	8840518	0.9727943
Austria	AUT	2019	7.2942	55806.438	8879939	0.867123
Austria	AUT	2020	7.2678	51988.414	8907780	0.72969943
Austria	AUT	2021	7.163	54121.145	8922086	0.7285295
Azerbaijan	AZE	2011	4.581938	13913.837	9359018	2.2545109
Azerbaijan	AZE	2012		14027.469	9485577	2.129549
Azerbaijan	AZE	2013		14651.694	9614478	2.2986166
Azerbaijan	AZE	2014	5.212	14867.943	9741879	2.4225302
Azerbaijan	AZE	2015	5.291	14852.611	9863485	2.1392045
Azerbaijan	AZE	2016	5.234	14232.192	9976254	1.6940236
Azerbaijan	AZE	2017	5.2006	14121.407	10071569	1.8070674
Azerbaijan	AZE	2018	5.2077	14209.593	10152524	1.9404047
Azerbaijan	AZE	2019	5.1648	14442.041	10232761	1.6417869
Azerbaijan	AZE	2020	5.1708	13726.77	10284952	2.236277
Azerbaijan	AZE	2021	5.1734	14431.661	10312992	1.9102119
Bahamas	BHS	2011		34468.887	377956	33.60233
Bahamas	BHS	2012		35150.562	382073	28.791214
Bahamas	BHS	2013		33826.34	385660	30.856995
Bahamas	BHS	2014		34143.03	389137	31.35191
Bahamas	BHS	2015		34170.23	392707	37.178745
Bahamas	BHS	2016		33596.637	395986	28.031967
Bahamas	BHS	2017		34357.27	399027	30.57491
Bahamas	BHS	2018		34735.125	401911	22.642082
Bahamas	BHS	2019		35161.832	404563	23.482475
Bahamas	BHS	2020		26659.238	406478	17.959438
Bahamas	BHS	2021		30210.162	407920	29.173424
Bahrain	BHR	2011	5.567952	46564.71	1212086	0.99003613
Bahrain	BHR	2012		47793.53	1224948	0.7347302
Bahrain	BHR	2013		48915.53	1261683	0.87185824
Bahrain	BHR	2014	5.96	49117.99	1311142	0.6864284
Bahrain	BHR	2015	6.218	48453.727	1362157	0.22024135
Bahrain	BHR	2016	6.087	48486.305	1409668	0.28375617
Bahrain	BHR	2017	6.1051	48929.445	1456844	0.411852
Bahrain	BHR	2018	6.1994	48937.66	1487346	0.33617073
Bahrain	BHR	2019	6.2273	49768.977	1494195	0.26770383
Bahrain	BHR	2020	6.6469	47847.84	1477478	0
Bahrain	BHR	2021	6.6469	49387.418	1463266	0.068340294
Bangladesh	BGD	2011	4.807098	3571.0586	150211008	2.640286
Bangladesh	BGD	2012		3756.932	152090656	2.7049658
Bangladesh	BGD	2013		3932.7083	154030144	2.8520393
Bangladesh	BGD	2014	4.694	4119.425	155961312	2.8943079
Bangladesh	BGD	2015	4.643	4337.3857	157830000	2.556548
Bangladesh	BGD	2016	4.608	4589.0938	159784576	2.247401
Bangladesh	BGD	2017	4.5004	4830.776	161793968	2.1935306
Bangladesh	BGD	2018	4.4558	5124.4985	163683952	2.339875
Barbados	BRB	2011		15864.572	275501	9.800843
Barbados	BRB	2012		15755.267	276207	7.965315
Barbados	BRB	2013		15489.761	276873	8.668485
Barbados	BRB	2014		15441.22	277501	9.009236
Barbados	BRB	2015		15789.451	278095	11.147751
Barbados	BRB	2016		16156.518	278660	7.8952374
Barbados	BRB	2017		16198.962	279199	10.745486
Barbados	BRB	2018		16003.857	279702	10.011137
Barbados	BRB	2019		15954.803	280193	17.131874
Barbados	BRB	2020		13805.777	280704	14.606706
Barbados	BRB	2021		13754.803	281204	11.379821
Belarus	BLR	2011	5.566307	18274.021	9706983	3.842595
Belarus	BLR	2012		18611.455	9693754	3.5074148
Belarus	BLR	2013		18805.432	9691143	3.4361296
Belarus	BLR	2014	5.813	19119.346	9693741	3.5074184
Belarus	BLR	2015	5.802	18362.746	9700609	3.3606138
Belarus	BLR	2016	5.569	17883.127	9708111	3.1623044
Belarus	BLR	2017	5.4833	18356.102	9707874	2.4722195
Belarus	BLR	2018	5.3225	18974.7	9695573	2.3309605
Belarus	BLR	2019	5.5399	19279.209	9673971	2.3258288
Belgium	BEL	2021	6.805	51739.54	11611416	1.0765264
Belize	BLZ	2011	6.450644	8776.863	329546	37.628494
Belize	BLZ	2012		8912.105	337067	43.019176
Belize	BLZ	2013		9109.572	344695	28.721668
Belize	BLZ	2014		9276.317	352343	34.909958
Belize	BLZ	2015	5.956	9387.914	359884	33.067406
Belize	BLZ	2016	5.956	9208.114	367327	37.57019
Belize	BLZ	2017	5.9556	8873.754	374702	37.89764
Belize	BLZ	2018		8798.538	382076	37.42809
Belize	BLZ	2019		9028.552	389103	34.43889
Belize	BLZ	2020		7703.118	394931	25.827984
Belize	BLZ	2021		8762.623	400037	31.247578
Bermuda	BMU	2011		85829.375	63554	12.591882
Bermuda	BMU	2012		80982.37	63581	9.439825
Bermuda	BMU	2013		80503.65	63527	7.873272
Bermuda	BMU	2014		77361.1	63375	6.3136296
Bermuda	BMU	2015		77842.75	63165	6.334727
Bermuda	BMU	2016		78149.35	63090	12.684721
Bermuda	BMU	2017		81834.95	63295	7.902015
Bermuda	BMU	2019		81681.73	63833	0
Bermuda	BMU	2020		76117.805	64051	10.93229
Bermuda	BMU	2021		80271.13	64213	10.905975
Bhutan	BTN	2011		8499.3545	713338	4.485999
Bhutan	BTN	2012		8837.576	721154	4.576053
Bhutan	BTN	2013		8929.046	728898	3.2926848
Bhutan	BTN	2015	5.196	9877.247	743284	1.6144786
Bhutan	BTN	2016	5.011	10587.57	749764	1.2003818
Bhutan	BTN	2017	5.0821	10986.888	756130	1.7193004
Bhutan	BTN	2018	5.0821	11233.78	762104	1.1809528
Bhutan	BTN	2019		11797.284	767467	1.042401
Bhutan	BTN	2020		10547.052	772512	2.4595277
Bolivia	BOL	2015	5.822	7825.7666	11090090	4.896265
Bolivia	BOL	2016	5.823	8034.173	11263016	5.7000723
Bolivia	BOL	2017	5.7519	8244.934	11435535	6.5322704
Bolivia	BOL	2018	5.7793	8466.293	11606906	4.945332
Bolivia	BOL	2019	5.7475	8528.749	11777318	4.2199774
Bolivia	BOL	2020	5.7159	7679.933	11936169	3.4935853
Bolivia	BOL	2021	5.6003	8052.1772	12079474	3.4935303
Bosnia and Herzegovina	BIH	2011	4.857435	10934.089	3743143	1.362492
Bosnia and Herzegovina	BIH	2012		11047.185	3674376	1.7145778
Bosnia and Herzegovina	BIH	2013		11484.3545	3617564	1.2715758
Bosnia and Herzegovina	BIH	2014	4.949	11768.1045	3571070	1.4001416
Bosnia and Herzegovina	BIH	2015	5.163	12292.545	3524328	1.6173314
Bosnia and Herzegovina	BIH	2016	5.182	12837.599	3480985	1.2927371
Bosnia and Herzegovina	BIH	2017	5.1294	13402.434	3440025	1.2209207
Bosnia and Herzegovina	BIH	2018	5.3865	14066.845	3400132	1.1470153
Bosnia and Herzegovina	BIH	2019	5.6741	14634.738	3360718	1.2497354
Bosnia and Herzegovina	BIH	2020	5.8131	14358.987	3318410	1.2958022
Bosnia and Herzegovina	BIH	2021	5.768	15666.54	3270948	0.9783111
Botswana	BWA	2020	3.4665	13545.674	2546404	8.678912
Botswana	BWA	2021	3.4711	14840.913	2588424	10.546963
Brazil	BRA	2011	6.697499	15271.47	198185296	26.355639
Brazil	BRA	2012		15425.353	199977712	28.197144
Brazil	BRA	2013		15751.484	201721776	28.179903
Brazil	BRA	2014	6.983	15695.644	203459648	29.358646
Brazil	BRA	2015	6.952	15011.577	205188208	28.356405
Brazil	BRA	2016	6.635	14402.494	206859584	29.589155
Brazil	BRA	2017	6.4189	14477.861	208504960	30.593037
Brazil	BRA	2018	6.2998	14619.591	210166592	26.636013
Brazil	BRA	2019	6.3756	14685.128	211782880	20.810465
Brazil	BRA	2020	6.3301	14021.958	213196304	22.384066
Brunei	BRN	2011		68037.52	401515	0.24906228
Brunei	BRN	2012		67792.76	406637	0.98368555
Brunei	BRN	2013		65534.684	411704	0.48578766
Bulgaria	BGR	2011	3.889474	18664.834	7543128	1.6969084
Bulgaria	BGR	2012		18914.984	7488347	1.8829263
Bulgaria	BGR	2013		18914.525	7431169	1.4667951
Bulgaria	BGR	2014	4.218	19206.262	7372142	1.5192329
Bulgaria	BGR	2015	4.217	19991.818	7309255	1.7238423
Bulgaria	BGR	2016	4.714	20744.523	7245982	1.0902605
Bulgaria	BGR	2017	4.9331	21473.805	7182430	1.4340553
Bulgaria	BGR	2018	5.011	22210.123	7117424	1.2926013
Bulgaria	BGR	2019	5.1015	23270.225	7052536	1.1768823
Bulgaria	BGR	2020	5.2655	22483.598	6979181	0.9886556
Bulgaria	BGR	2021	5.3709	24398.13	6885864	1.2779799
Burundi	BDI	2012		814.3208	9795479	5.1043954
Burundi	BDI	2013		824.61053	10149583	5.123366
Burundi	BDI	2014	2.905	831.29486	10494920	5.3740325
Burundi	BDI	2015	2.905	781.5793	10727153	4.2975073
Burundi	BDI	2016	2.905	764.3366	10903329	5.82391
Cambodia	KHM	2011	4.100715	2856.5308	14573894	1.8389057
Cameroon	CMR	2011	4.375735	3314.8982	20448880	4.0833545
Cameroon	CMR	2012		3371.9756	21032684	4.1839643
Cameroon	CMR	2015	4.513	3614.7556	23012650	3.741421
Cameroon	CMR	2016	4.695	3667.3228	23711626	3.3190465
Cameroon	CMR	2017	4.9753	3691.0947	24393182	4.1159043
Cameroon	CMR	2020	5.1418	3665.5105	26491090	4.5373755
Canada	CAN	2011	7.499089	45822.598	34323536	1.774293
Canada	CAN	2012		46126.516	34691876	1.582503
Canada	CAN	2013		46704.76	35063696	1.4516441
Canada	CAN	2014	7.427	47564.61	35404616	1.4828578
Canada	CAN	2015	7.404	47522.14	35732120	1.7099458
Canada	CAN	2016	7.316	47457.586	36113532	1.7057317
Canada	CAN	2017	7.3285	48317.176	36554344	1.8192091
Canada	CAN	2018	7.2781	48962.48	37035260	1.7874861
Canada	CAN	2019	7.2321	49171.51	37522584	1.8362274
Canada	CAN	2020	7.1033	46064.254	37888704	2.0032356
